col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
45,1001710,2B-0107,1001710.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/945/GCF_000270945.1_ASM27094v1,7,1001710.3.fna,GCF_000270945.1_ASM27094v1_genomic.fna, 4811369, 4811369,1001710.3.fna_vs_GCF_000270945.1_ASM27094v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4811369,0,0,0,0,0,0,1001710_subject_array_1739743638.bin
60,1001724,4S-0116-S,1001724.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/625/GCF_000270625.1_ASM27062v1,7,1001724.3.fna,GCF_000270625.1_ASM27062v1_genomic.fna, 4841923, 4841923,1001724.3.fna_vs_GCF_000270625.1_ASM27062v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4841923,0,0,0,0,0,0,1001724_subject_array_1739743640.bin
64,1001728,5S-0304,1001728.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/205/GCF_000271205.1_ASM27120v1,7,1001728.3.fna,GCF_000271205.1_ASM27120v1_genomic.fna, 5253081, 5253081,1001728.3.fna_vs_GCF_000271205.1_ASM27120v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5253081,0,0,0,0,0,0,1001728_subject_array_1739743642.bin
69,1001733,5S-1212,1001733.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/025/GCF_000271025.1_ASM27102v1,7,1001733.3.fna,GCF_000271025.1_ASM27102v1_genomic.fna, 5239840, 5239840,1001733.3.fna_vs_GCF_000271025.1_ASM27102v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5239840,0,0,0,0,0,0,1001733_subject_array_1739743644.bin
442,1010676,PSOL,1010676.11,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/805/595/GCF_009805595.3_ASM980559v3,7,1010676.11.fna,GCF_009805595.3_ASM980559v3_genomic.fna,  221077,  221077,1010676.11.fna_vs_GCF_009805595.3_ASM980559v3_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,221077,0,0,0,0,0,0,1010676_subject_array_1739743644.bin
802,102148,AF18-46,102148.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/459/805/GCF_003459805.1_ASM345980v1,7,102148.3.fna,GCF_003459805.1_ASM345980v1_genomic.fna, 1989891, 1989891,102148.3.fna_vs_GCF_003459805.1_ASM345980v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1989891,0,0,0,0,0,0,102148_subject_array_1739743645.bin
1069,103690,PCC 7120,103690.10,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/009/705/GCF_000009705.1_ASM970v1,7,103690.10.fna,GCF_000009705.1_ASM970v1_genomic.fna, 7211789, 7211789,103690.10.fna_vs_GCF_000009705.1_ASM970v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7211789,0,0,0,0,0,0,103690_subject_array_1739743648.bin
1823,1055521,UGA,1055521.3,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/055/GCF_001563055.1_ASM156305v1,7,1055521.3.fna,GCF_001563055.1_ASM156305v1_genomic.fna, 1172501, 1172501,1055521.3.fna_vs_GCF_001563055.1_ASM156305v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,389,1172073,0,0,2,37,0,0,1055521_subject_array_1739743649.bin
1951,1057002,BR816,48291.4,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/378/985/GCF_000378985.1_ASM37898v1,7,48291.4.fna,GCF_000378985.1_ASM37898v1_genomic.fna, 6951133, 6951533,48291.4.fna_vs_GCF_000378985.1_ASM37898v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,392,6951133,0,0,0,8,0,0,48291_subject_array_1739743652.bin
2007,1063,MBTLJ-13,1063.10,7,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/685/625/GCF_001685625.1_ASM168562v1,7,1063.10.fna,GCF_001685625.1_ASM168562v1_genomic.fna, 4649054, 4649054,1063.10.fna_vs_GCF_001685625.1_ASM168562v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4649054,0,0,0,0,0,0,1063_subject_array_1739743653.bin
