col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
108660,208224,120173,208224.176,93,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/597/245/GCF_018597245.1_ASM1859724v1,93,208224.176.fna,GCF_018597245.1_ASM1859724v1_genomic.fna,4952448,4952448,208224.176.fna_vs_GCF_018597245.1_ASM1859724v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4952448,0,0,0,0,0,0,208224_subject_array_1742306028.bin
108666,208224,121J9,208224.37,323,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/289/195/GCF_003289195.1_ASM328919v1,323,208224.37.fna,GCF_003289195.1_ASM328919v1_genomic.fna,4896195,4896195,208224.37.fna_vs_GCF_003289195.1_ASM328919v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4896192,0,1,2,0,0,0,208224_subject_array_1742306032.bin
108668,208224,12982,208224.333,100,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/599/245/GCF_017599245.1_ASM1759924v1,100,208224.333.fna,GCF_017599245.1_ASM1759924v1_genomic.fna,4705495,4705495,208224.333.fna_vs_GCF_017599245.1_ASM1759924v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4705495,0,0,0,0,0,0,208224_subject_array_1742306035.bin
108669,208224,131G4,208224.40,249,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/289/725/GCF_003289725.1_ASM328972v1,249,208224.40.fna,GCF_003289725.1_ASM328972v1_genomic.fna,5364940,5364940,208224.40.fna_vs_GCF_003289725.1_ASM328972v1_genomic.fna_blast.xml,0,0,0,0,0,0,2,2755,5362176,0,1,3,3,0,0,208224_subject_array_1742306040.bin
108670,208224,13426,208224.330,26,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/575/GCF_023154575.1_ASM2315457v1,26,208224.330.fna,GCF_023154575.1_ASM2315457v1_genomic.fna,4767596,4767596,208224.330.fna_vs_GCF_023154575.1_ASM2315457v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4767596,0,0,0,0,0,0,208224_subject_array_1742306044.bin
108671,208224,13505,208224.329,24,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/585/GCF_023154585.1_ASM2315458v1,24,208224.329.fna,GCF_023154585.1_ASM2315458v1_genomic.fna,4614603,4614603,208224.329.fna_vs_GCF_023154585.1_ASM2315458v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4614603,0,0,0,0,0,0,208224_subject_array_1742306047.bin
108672,208224,13565,208224.331,25,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/495/GCF_023154495.1_ASM2315449v1,25,208224.331.fna,GCF_023154495.1_ASM2315449v1_genomic.fna,4650692,4650692,208224.331.fna_vs_GCF_023154495.1_ASM2315449v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4650692,0,0,0,0,0,0,208224_subject_array_1742306051.bin
108673,208224,13594,208224.332,94,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/475/GCF_023154475.1_ASM2315447v1,94,208224.332.fna,GCF_023154475.1_ASM2315447v1_genomic.fna,4849271,4849271,208224.332.fna_vs_GCF_023154475.1_ASM2315447v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4849271,0,0,0,0,0,0,208224_subject_array_1742306055.bin
108674,208224,141164,208224.320,69,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/153/805/GCF_023153805.1_ASM2315380v1,69,208224.320.fna,GCF_023153805.1_ASM2315380v1_genomic.fna,4763131,4763131,208224.320.fna_vs_GCF_023153805.1_ASM2315380v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4763131,0,0,0,0,0,0,208224_subject_array_1742306058.bin
108675,208224,141178,208224.321,48,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/153/795/GCF_023153795.1_ASM2315379v1,48,208224.321.fna,GCF_023153795.1_ASM2315379v1_genomic.fna,4870518,4870518,208224.321.fna_vs_GCF_023153795.1_ASM2315379v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4870518,0,0,0,0,0,0,208224_subject_array_1742306062.bin
108676,208224,143D4,208224.516,87,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/107/525/GCF_034107525.1_ASM3410752v1,87,208224.516.fna,GCF_034107525.1_ASM3410752v1_genomic.fna,5127654,5127654,208224.516.fna_vs_GCF_034107525.1_ASM3410752v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5127654,0,0,0,0,0,0,208224_subject_array_1742306066.bin
108677,208224,143D5,208224.515,109,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/034/107/505/GCF_034107505.1_ASM3410750v1,109,208224.515.fna,GCF_034107505.1_ASM3410750v1_genomic.fna,5164845,5164845,208224.515.fna_vs_GCF_034107505.1_ASM3410750v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5164845,0,0,0,0,0,0,208224_subject_array_1742306070.bin
108678,208224,14411,208224.325,51,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/235/GCF_023154235.1_ASM2315423v1,51,208224.325.fna,GCF_023154235.1_ASM2315423v1_genomic.fna,4920975,4920975,208224.325.fna_vs_GCF_023154235.1_ASM2315423v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4920975,0,0,0,0,0,0,208224_subject_array_1742306074.bin
108679,208224,14468,208224.326,23,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/135/GCF_023154135.1_ASM2315413v1,23,208224.326.fna,GCF_023154135.1_ASM2315413v1_genomic.fna,4762795,4762795,208224.326.fna_vs_GCF_023154135.1_ASM2315413v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4762795,0,0,0,0,0,0,208224_subject_array_1742306078.bin
108680,208224,14502,208224.324,31,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/125/GCF_023154125.1_ASM2315412v1,31,208224.324.fna,GCF_023154125.1_ASM2315412v1_genomic.fna,4724889,4724889,208224.324.fna_vs_GCF_023154125.1_ASM2315412v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4724889,0,0,0,0,0,0,208224_subject_array_1742306081.bin
108681,208224,14596,208224.323,20,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/154/095/GCF_023154095.1_ASM2315409v1,20,208224.323.fna,GCF_023154095.1_ASM2315409v1_genomic.fna,4606531,4606531,208224.323.fna_vs_GCF_023154095.1_ASM2315409v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4606531,0,0,0,0,0,0,208224_subject_array_1742306085.bin
108682,208224,145F2,208224.36,147,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/289/185/GCF_003289185.1_ASM328918v1,147,208224.36.fna,GCF_003289185.1_ASM328918v1_genomic.fna,4770603,4770603,208224.36.fna_vs_GCF_003289185.1_ASM328918v1_genomic.fna_blast.xml,0,0,0,0,0,0,2,2968,4767632,0,0,1,0,0,0,208224_subject_array_1742306088.bin
