58099,1396,MYb220,1396.2140,39,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/976/395/GCF_002976395.1_ASM297639v1,39,1396.2140.fna,GCF_002976395.1_ASM297639v1_genomic.fna
58100,1396,N1,1396.2791,1302,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/925/GCF_016483925.1_ASM1648392v1,1302,1396.2791.fna,GCF_016483925.1_ASM1648392v1_genomic.fna
58101,1396,N10,1396.2785,191,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/645/GCF_016483645.1_ASM1648364v1,191,1396.2785.fna,GCF_016483645.1_ASM1648364v1_genomic.fna
58102,1396,N13,1396.2786,132,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/615/GCF_016483615.1_ASM1648361v1,132,1396.2786.fna,GCF_016483615.1_ASM1648361v1_genomic.fna
58103,1396,N16,1396.2783,215,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/525/GCF_016483525.1_ASM1648352v1,215,1396.2783.fna,GCF_016483525.1_ASM1648352v1_genomic.fna
58104,1396,N19,1396.2782,867,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/475/GCF_016483475.1_ASM1648347v1,867,1396.2782.fna,GCF_016483475.1_ASM1648347v1_genomic.fna
58105,1396,N2,1396.2790,216,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/835/GCF_016483835.1_ASM1648383v1,216,1396.2790.fna,GCF_016483835.1_ASM1648383v1_genomic.fna
58106,1396,N20,1396.2781,545,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/465/GCF_016483465.1_ASM1648346v1,545,1396.2781.fna,GCF_016483465.1_ASM1648346v1_genomic.fna
58107,1396,N22,1396.2779,153,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/385/GCF_016483385.1_ASM1648338v1,153,1396.2779.fna,GCF_016483385.1_ASM1648338v1_genomic.fna
58108,1396,N23,1396.2780,190,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/425/GCF_016483425.1_ASM1648342v1,190,1396.2780.fna,GCF_016483425.1_ASM1648342v1_genomic.fna
58109,1396,N25,1396.2778,466,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/355/GCF_016483355.1_ASM1648335v1,466,1396.2778.fna,GCF_016483355.1_ASM1648335v1_genomic.fna
58110,1396,N26,1396.2777,543,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/305/GCF_016483305.1_ASM1648330v1,543,1396.2777.fna,GCF_016483305.1_ASM1648330v1_genomic.fna
58111,1396,N27,1396.2776,206,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/285/GCF_016483285.1_ASM1648328v1,206,1396.2776.fna,GCF_016483285.1_ASM1648328v1_genomic.fna
58112,1396,N29,1396.2774,229,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/205/GCF_016483205.1_ASM1648320v1,229,1396.2774.fna,GCF_016483205.1_ASM1648320v1_genomic.fna
58113,1396,N30,1396.2775,565,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/265/GCF_016483265.1_ASM1648326v1,565,1396.2775.fna,GCF_016483265.1_ASM1648326v1_genomic.fna
58114,1396,N31,1396.624,72,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/883/865/GCF_001883865.1_ASM188386v1,72,1396.624.fna,GCF_001883865.1_ASM188386v1_genomic.fna
58115,1396,N4,1396.2789,144,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/765/GCF_016483765.1_ASM1648376v1,144,1396.2789.fna,GCF_016483765.1_ASM1648376v1_genomic.fna
58116,1396,N435-1,1396.3261,4,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/700/995/GCF_022700995.1_ASM2270099v1,4,1396.3261.fna,GCF_022700995.1_ASM2270099v1_genomic.fna
58117,1396,N9,1396.2784,271,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/483/665/GCF_016483665.1_ASM1648366v1,271,1396.2784.fna,GCF_016483665.1_ASM1648366v1_genomic.fna
58118,1396,NCTC2599,1396.2169,15,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/355/GCF_900445355.1_43024_D01,15,1396.2169.fna,GCF_900445355.1_43024_D01_genomic.fna
58119,1396,NCTC6474,1396.2168,92,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/445/335/GCF_900445335.1_52465_F02,92,1396.2168.fna,GCF_900445335.1_52465_F02_genomic.fna
