col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
12,1000570,ATCC 33397,1000570.31,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/088/025/GCF_002088025.1_ASM208802v1,9,1000570.31.fna,GCF_002088025.1_ASM208802v1_genomic.fna, 1904351, 1904351,1000570.31.fna_vs_GCF_002088025.1_ASM208802v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,1904351,0,0,0,0,0,0,1000570_subject_array_1739826187.bin
44,1001709,2B-1231,1001709.3,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/925/GCF_000270925.1_ASM27092v1,9,1001709.3.fna,GCF_000270925.1_ASM27092v1_genomic.fna, 4811264, 4811264,1001709.3.fna_vs_GCF_000270925.1_ASM27092v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4811264,0,0,0,0,0,0,1001709_subject_array_1739826189.bin
46,1001711,2B-0912-R,1001711.3,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/805/GCF_000270805.1_ASM27080v1,9,1001711.3.fna,GCF_000270805.1_ASM27080v1_genomic.fna, 4809994, 4809994,1001711.3.fna_vs_GCF_000270805.1_ASM27080v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4809994,0,0,0,0,0,0,1001711_subject_array_1739826191.bin
48,1001713,2B-0307,1001713.3,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/765/GCF_000270765.1_ASM27076v1,9,1001713.3.fna,GCF_000270765.1_ASM27076v1_genomic.fna, 4809972, 4809972,1001713.3.fna_vs_GCF_000270765.1_ASM27076v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4809972,0,0,0,0,0,0,1001713_subject_array_1739826193.bin
90,100225,DSM 44178,100225.5,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/111/385/GCF_900111385.1_IMG-taxon_2687453746_annotated_assembly,9,100225.5.fna,GCF_900111385.1_IMG-taxon_2687453746_annotated_assembly_genomic.fna, 3544343, 3544343,100225.5.fna_vs_GCF_900111385.1_IMG-taxon_2687453746_annotated_assembly_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3544341,0,1,1,0,0,0,100225_subject_array_1739826195.bin
172,1005395,CSV86,1005395.227,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/319/305/GCF_000319305.2_ASM31930v2,9,1005395.227.fna,GCF_000319305.2_ASM31930v2_genomic.fna, 6787172, 6787172,1005395.227.fna_vs_GCF_000319305.2_ASM31930v2_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6787172,0,0,0,0,0,0,1005395_subject_array_1739826218.bin
379,100884,D6,556262.3,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/269/565/GCF_000269565.1_PB_Copr_sp_D6_V1,9,556262.3.fna,GCF_000269565.1_PB_Copr_sp_D6_V1_genomic.fna, 3861289, 3861289,556262.3.fna_vs_GCF_000269565.1_PB_Copr_sp_D6_V1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3861289,0,0,0,0,0,0,556262_subject_array_1739826220.bin
860,102862,NCTC12737,102862.13,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/455/015/GCF_900455015.1_28265_E01,9,102862.13.fna,GCF_900455015.1_28265_E01_genomic.fna, 3907378, 3907378,102862.13.fna_vs_GCF_900455015.1_28265_E01_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,3907366,0,0,0,12,0,0,102862_subject_array_1739826222.bin
930,1031537,JCM 17758,1031537.8,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/039/541/315/GCF_039541315.1_ASM3954131v1,9,1031537.8.fna,GCF_039541315.1_ASM3954131v1_genomic.fna, 6204853, 6204853,1031537.8.fna_vs_GCF_039541315.1_ASM3954131v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,6204853,0,0,0,0,0,0,1031537_subject_array_1739826224.bin
1005,1033846,DP2N14-4,1033846.28,9,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/335/285/GCF_019335285.1_ASM1933528v1,9,1033846.28.fna,GCF_019335285.1_ASM1933528v1_genomic.fna, 4082292, 4082292,1033846.28.fna_vs_GCF_019335285.1_ASM1933528v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4082292,0,0,0,0,0,0,1033846_subject_array_1739826225.bin
