col1,col2,col3,col4,col5,col6,col7,query_fna,subject_fna,query_length,subject_length,blast_output,n_of_-7,n_of_-6,n_of_-5,n_of_-4,n_of_-3,n_of_-2,n_of_-1,n_of_0,n_of_1,n_of_2,n_of_3,n_of_4,n_of_5,n_of_6,n_of_7,binary_filename
39,1001704,1S-151-0930,1001704.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/165/GCF_000271165.1_ASM27116v1,6,1001704.3.fna,GCF_000271165.1_ASM27116v1_genomic.fna,4895763,4895763,1001704.3.fna_vs_GCF_000271165.1_ASM27116v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4895763,0,0,0,0,0,0,1001704_subject_array_1739681367.bin
43,1001708,2B-0626,1001708.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/270/905/GCF_000270905.1_ASM27090v1,6,1001708.3.fna,GCF_000270905.1_ASM27090v1_genomic.fna,4810868,4810868,1001708.3.fna_vs_GCF_000270905.1_ASM27090v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4810868,0,0,0,0,0,0,1001708_subject_array_1739681372.bin
62,1001726,4S-0726-RA,1001726.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/245/GCF_000271245.1_ASM27124v1,6,1001726.3.fna,GCF_000271245.1_ASM27124v1_genomic.fna,4842208,4842208,1001726.3.fna_vs_GCF_000271245.1_ASM27124v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4842208,0,0,0,0,0,0,1001726_subject_array_1739681376.bin
63,1001727,4S-0726-RB,1001727.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/265/GCF_000271265.1_ASM27126v1,6,1001727.3.fna,GCF_000271265.1_ASM27126v1_genomic.fna,4862293,4862293,1001727.3.fna_vs_GCF_000271265.1_ASM27126v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,4862293,0,0,0,0,0,0,1001727_subject_array_1739681381.bin
65,1001729,5S-0421,1001729.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/225/GCF_000271225.1_ASM27122v1,6,1001729.3.fna,GCF_000271225.1_ASM27122v1_genomic.fna,5242408,5242408,1001729.3.fna_vs_GCF_000271225.1_ASM27122v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5242408,0,0,0,0,0,0,1001729_subject_array_1739681385.bin
66,1001730,5S-0708,1001730.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/085/GCF_000271085.1_ASM27108v1,6,1001730.3.fna,GCF_000271085.1_ASM27108v1_genomic.fna,5253252,5253252,1001730.3.fna_vs_GCF_000271085.1_ASM27108v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5253252,0,0,0,0,0,0,1001730_subject_array_1739681390.bin
72,1001736,6G-0728-S,1001736.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/271/185/GCF_000271185.1_ASM27118v1,6,1001736.3.fna,GCF_000271185.1_ASM27118v1_genomic.fna,5315024,5315024,1001736.3.fna_vs_GCF_000271185.1_ASM27118v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,5315024,0,0,0,0,0,0,1001736_subject_array_1739681395.bin
451,1014,NCTC11635,1014.4,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/460/495/GCF_900460495.1_57566_A01,6,1014.4.fna,GCF_900460495.1_57566_A01_genomic.fna,2276367,2276367,1014.4.fna_vs_GCF_900460495.1_57566_A01_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2276367,0,0,0,0,0,0,1014_subject_array_1739681397.bin
851,1027633,DSM 24083,1027633.3,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/716/305/GCF_006716305.1_ASM671630v1,6,1027633.3.fna,GCF_006716305.1_ASM671630v1_genomic.fna,2879712,2879712,1027633.3.fna_vs_GCF_006716305.1_ASM671630v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,2879712,0,0,0,0,0,0,1027633_subject_array_1739681400.bin
1315,104087,PgKB32,104087.42,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/588/365/GCF_010588365.1_ASM1058836v1,6,104087.42.fna,GCF_010588365.1_ASM1058836v1_genomic.fna,7317733,7317733,104087.42.fna_vs_GCF_010588365.1_ASM1058836v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7317733,0,0,0,0,0,0,104087_subject_array_1739681443.bin
1453,1045808,YL-1,1045808.4,6,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/942/025/GCF_001942025.1_ASM194202v1,6,1045808.4.fna,GCF_001942025.1_ASM194202v1_genomic.fna,7594958,7594958,1045808.4.fna_vs_GCF_001942025.1_ASM194202v1_genomic.fna_blast.xml,0,0,0,0,0,0,0,0,7594958,0,0,0,0,0,0,1045808_subject_array_1739681451.bin
